source_city,destination_city,distance,travel_mode,season,num_days,hotel_type,activity_level,food_preference,group_size,travel_cost,stay_cost,food_cost,activity_cost,total_cost,per_person_cost
Hyderabad,Ooty,1289,flight,winter,7,budget,low,mixed,1,7003,12804,7265,1893,28964,28964
Lucknow,Jaipur,1086,flight,monsoon,3,5-star,high,luxury,5,3329,29119,6656,5588,40223,8045
Hyderabad,Ladakh,2174,train,autumn,7,budget,moderate,budget,6,3332,8848,3730,7082,20693,3449
Chandigarh,Ladakh,2153,car,autumn,2,3-star,high,mixed,1,14857,6581,2072,4103,27613,27613
Kolkata,Udaipur,1693,train,monsoon,10,5-star,moderate,luxury,3,1670,98564,20761,8389,129383,43128
Delhi,Jaisalmer,776,car,summer,2,hostel,low,budget,6,7319,1362,903,460,9040,1507
Bangalore,Rishikesh,2470,flight,monsoon,14,hostel,moderate,budget,2,7503,5808,7105,14469,34884,17442
Ahmedabad,Jaipur,996,bus,monsoon,11,budget,moderate,luxury,4,869,9536,22464,11152,39620,9905
Delhi,Varanasi,855,bus,monsoon,9,budget,high,budget,3,770,8871,4871,18324,32837,10946
Pune,Agra,1014,car,summer,6,5-star,low,luxury,2,8755,86828,13942,1602,111127,55564
Hyderabad,Jaisalmer,1254,flight,monsoon,5,4-star,high,budget,2,3789,23548,2569,10747,40652,20326
Ahmedabad,Goa,953,bus,summer,3,5-star,moderate,budget,1,1147,35962,1481,2426,41016,41016
Chennai,Agra,1853,car,autumn,12,3-star,low,mixed,2,12452,37060,12858,3089,65460,32730
Pune,Varanasi,1162,car,monsoon,5,hostel,high,luxury,3,7173,2115,12484,9500,31272,10424
Kolkata,Jaipur,1567,bus,monsoon,8,budget,high,luxury,4,1135,7409,16951,15479,36877,9219
Pune,Manali,1400,train,winter,10,budget,low,luxury,5,2431,16935,20533,2544,38199,7640
Kolkata,Manali,1962,flight,monsoon,10,4-star,moderate,mixed,4,7157,41391,11093,9721,62426,15606
Hyderabad,Udaipur,1185,car,autumn,5,4-star,low,luxury,4,9397,32241,10459,1079,47859,11965
Pune,Darjeeling,1415,bus,summer,4,budget,high,luxury,3,1676,5230,9337,8113,24356,8119
Delhi,Agra,252,train,monsoon,6,5-star,moderate,mixed,4,271,48934,5288,5733,54203,13551
Chennai,Ladakh,3446,car,autumn,14,3-star,low,budget,7,24007,47044,7800,3736,74327,10618
Pune,Munnar,1425,bus,summer,3,5-star,high,luxury,6,1605,40943,7188,5999,50161,8360
Ahmedabad,Munnar,1493,train,summer,10,4-star,low,mixed,1,2586,68260,8730,2397,81974,81974
Chandigarh,Kerala,1572,train,autumn,9,3-star,moderate,luxury,7,2212,23211,17763,8355,46386,6627
Hyderabad,Udaipur,1174,car,monsoon,7,4-star,low,luxury,1,6804,30704,15211,1801,54520,54520
Pune,Munnar,1400,flight,monsoon,9,3-star,moderate,luxury,2,4892,21807,17841,7325,51865,25932
Ahmedabad,Agra,973,bus,summer,9,3-star,low,mixed,5,1179,34671,9210,2385,42701,8540
Hyderabad,Manali,1482,car,monsoon,14,budget,low,mixed,5,9347,14094,13588,3863,36804,7361
Bangalore,Munnar,451,flight,monsoon,7,3-star,moderate,budget,3,3296,15729,3500,6912,29437,9812
Bangalore,Darjeeling,2244,car,summer,2,budget,low,mixed,5,22383,3290,1959,521,25338,5068
Hyderabad,Manali,1586,bus,monsoon,8,5-star,low,luxury,1,1318,64553,17008,2125,85004,85004
Hyderabad,Munnar,1430,car,autumn,6,3-star,low,mixed,2,10407,19106,5385,1277,36175,18088
Pune,Jaisalmer,1290,flight,autumn,6,5-star,high,luxury,5,4688,72763,11901,12772,91912,18382
Lucknow,Manali,1528,flight,autumn,12,4-star,moderate,budget,3,6884,62056,5554,10473,84968,28323
Hyderabad,Udaipur,1006,train,winter,3,hostel,low,luxury,1,1900,2653,6127,724,11403,11403
Delhi,Shimla,388,bus,autumn,7,3-star,high,mixed,5,349,22824,6650,13187,38709,7742
Pune,Varanasi,1061,flight,monsoon,11,4-star,low,mixed,1,3232,53058,10712,2899,69901,69901
Kolkata,Agra,1376,flight,winter,2,hostel,high,mixed,3,5817,1444,2076,4487,13824,4608
Bangalore,Munnar,447,train,autumn,8,5-star,moderate,luxury,4,544,86166,18304,8229,101919,25480
Bangalore,Jaisalmer,1917,bus,winter,3,hostel,low,mixed,2,2733,2339,2911,684,8667,4333
Chennai,Munnar,568,bus,monsoon,6,4-star,low,budget,2,414,28457,3166,1339,33376,16688
Chennai,Rishikesh,2550,bus,winter,3,5-star,moderate,luxury,4,3367,41865,5840,2336,48067,12017
Ahmedabad,Goa,993,flight,winter,11,4-star,high,mixed,6,5260,89251,9621,23481,114853,19142
Mumbai,Ooty,1219,bus,autumn,9,4-star,low,budget,2,1215,55862,3926,2394,63396,31698
Ahmedabad,Jaipur,904,car,winter,14,hostel,low,budget,6,10029,12852,7817,2906,30244,5041
Mumbai,Andaman,2495,train,winter,9,5-star,high,budget,6,5155,131308,4390,20143,144896,24149
Pune,Andaman,2169,bus,winter,3,budget,low,luxury,4,3106,5165,7313,687,14644,3661
Hyderabad,Goa,922,train,summer,5,hostel,moderate,budget,2,1512,4259,2241,4599,12612,6306
Hyderabad,Andaman,2165,train,autumn,10,3-star,low,luxury,6,3302,33293,21972,2295,54776,9129
Chennai,Kerala,789,train,winter,4,4-star,moderate,luxury,1,1325,26551,7961,3431,39267,39267
Chennai,Shimla,2774,flight,autumn,8,hostel,low,luxury,7,10238,4833,15973,1996,29735,4248
Delhi,Shimla,308,train,autumn,6,5-star,moderate,budget,6,401,75521,2943,5962,76345,12724
Delhi,Darjeeling,1435,bus,autumn,8,hostel,moderate,budget,4,1357,5236,3934,6490,15315,3829
Ahmedabad,Munnar,1557,car,winter,2,hostel,low,mixed,4,14095,1802,2044,518,16613,4153
Bangalore,Varanasi,1817,car,autumn,6,5-star,low,mixed,5,14834,59870,6397,1457,74303,14861
Ahmedabad,Udaipur,1049,flight,monsoon,10,5-star,low,mixed,4,3810,87538,10059,2476,93495,23374
Chandigarh,Andaman,2297,car,autumn,4,5-star,low,luxury,3,17588,46035,7741,1011,72375,24125
Ahmedabad,Andaman,2147,flight,autumn,10,3-star,low,mixed,3,8469,25175,9395,2077,45115,15038
Chandigarh,Goa,1014,bus,winter,5,3-star,moderate,mixed,7,1323,18190,4722,4449,25816,3688
Lucknow,Ladakh,2212,flight,winter,5,4-star,high,budget,2,11223,34484,2545,9457,57709,28855
Chennai,Manali,2880,car,monsoon,10,4-star,moderate,luxury,4,18150,44711,19022,9242,82012,20503
Lucknow,Manali,1513,flight,monsoon,7,5-star,low,budget,4,4961,55266,3552,1690,58922,14730
Ahmedabad,Rishikesh,1321,train,winter,3,budget,high,budget,1,2547,4770,1636,7192,16144,16144
Hyderabad,Munnar,1471,car,summer,7,5-star,moderate,mixed,1,14438,100392,8011,5650,128491,128491
Kolkata,Rishikesh,1629,bus,monsoon,9,hostel,high,mixed,7,1385,4267,9153,18647,30106,4301
Chennai,Shimla,2613,car,autumn,5,3-star,moderate,mixed,2,19120,14732,4559,4730,43142,21571
Ahmedabad,Manali,1581,train,autumn,14,budget,moderate,mixed,4,2051,17518,11943,10831,38108,9527
Chandigarh,Darjeeling,1539,car,monsoon,5,5-star,low,budget,6,9102,44268,2684,1216,51543,8591
Bangalore,Rishikesh,2491,train,summer,11,4-star,low,budget,6,3962,67169,4872,2375,70540,11757
Delhi,Jaipur,197,flight,monsoon,5,budget,moderate,mixed,1,2870,5009,5635,5103,18617,18617
Hyderabad,Jaisalmer,1315,bus,autumn,11,hostel,high,mixed,3,1437,7028,12060,25310,45835,15278
Mumbai,Shimla,1832,flight,autumn,4,5-star,low,mixed,3,8227,39578,3924,1045,52774,17591
Ahmedabad,Manali,1596,car,autumn,5,4-star,low,luxury,4,12755,30778,12279,1098,51219,12805
Bangalore,Varanasi,1928,train,summer,11,5-star,moderate,budget,3,3299,150896,6152,11309,171656,57219
Delhi,Manali,614,bus,winter,4,4-star,high,mixed,5,891,30384,4506,8380,39745,7949
Pune,Ooty,1256,car,autumn,9,3-star,low,mixed,3,9185,28168,9141,1938,48433,16144
Bangalore,Ladakh,3101,car,summer,3,budget,high,luxury,1,26071,3902,7156,6688,43817,43817
Mumbai,Ladakh,2450,bus,autumn,5,hostel,low,budget,3,2633,3091,2530,1059,9313,3104
Chandigarh,Ladakh,2145,flight,monsoon,8,hostel,moderate,budget,3,6983,4219,3967,7331,22500,7500
Ahmedabad,Darjeeling,1572,car,monsoon,9,budget,moderate,mixed,2,8923,9347,8571,8705,35546,17773
Hyderabad,Darjeeling,1585,bus,winter,14,5-star,moderate,budget,4,2076,206059,6586,11652,203736,50934
Chennai,Shimla,2728,flight,autumn,3,4-star,moderate,luxury,7,10476,16530,6685,3062,33077,4725
Kolkata,Ooty,2218,car,monsoon,10,4-star,moderate,luxury,7,11833,47975,20357,7762,79135,11305
Chandigarh,Udaipur,1133,train,autumn,14,3-star,low,luxury,5,1337,35331,30662,3407,63664,12733
Hyderabad,Kerala,1593,train,winter,6,budget,high,mixed,5,3185,9712,5555,14156,29347,5869
Mumbai,Munnar,1469,train,winter,5,4-star,low,budget,6,2278,38462,2678,1302,40248,6708
Delhi,Varanasi,716,car,autumn,11,budget,low,mixed,2,5409,13940,10706,2961,33016,16508
Chennai,Varanasi,1663,flight,monsoon,10,budget,high,mixed,2,5348,8195,10944,22337,46824,23412
Chandigarh,Munnar,1507,train,summer,10,3-star,high,budget,1,2671,34949,5333,23361,66314,66314
Delhi,Rishikesh,283,flight,winter,14,budget,low,luxury,3,3581,23037,30677,2939,60234,20078
Bangalore,Udaipur,1501,train,winter,6,hostel,low,luxury,4,2423,5661,12313,1321,19546,4887
Mumbai,Jaipur,1200,flight,autumn,4,4-star,high,budget,7,4329,25082,1921,8939,36244,5178
Mumbai,Kerala,1317,bus,summer,13,3-star,low,mixed,2,1847,49558,13801,3203,68410,34205
Ahmedabad,Ooty,1225,car,autumn,9,5-star,high,budget,3,9266,108690,4296,16290,138542,46181
Hyderabad,Ladakh,2153,car,monsoon,7,budget,moderate,luxury,6,10522,6505,13525,6421,33276,5546
Bangalore,Andaman,2259,flight,autumn,11,4-star,low,mixed,6,10485,55708,12463,2904,73404,12234
Lucknow,Andaman,2294,car,autumn,11,hostel,low,mixed,7,18938,7297,10448,2942,35663,5095
Ahmedabad,Jaipur,1044,flight,summer,13,4-star,moderate,luxury,6,6329,101703,27896,11046,132276,22046
Kolkata,Goa,1874,train,monsoon,13,3-star,low,luxury,4,1898,32520,30484,3437,61505,15376
Chandigarh,Munnar,1595,flight,monsoon,13,hostel,moderate,mixed,7,4031,7135,12307,12636,32498,4643
Ahmedabad,Agra,1019,car,summer,10,4-star,high,budget,6,9665,63526,4840,23840,91684,15281
Pune,Varanasi,1080,flight,winter,5,4-star,moderate,luxury,6,6573,34681,10147,4846,50622,8437
Hyderabad,Jaisalmer,1310,train,winter,3,4-star,high,luxury,3,2219,22189,7429,7053,38890,12963
Mumbai,Munnar,1499,flight,autumn,6,5-star,moderate,mixed,4,6191,73121,5628,4735,80708,20177
Hyderabad,Agra,1091,train,summer,12,4-star,low,mixed,5,1916,94474,11915,2521,99744,19949
Mumbai,Darjeeling,2070,flight,summer,14,budget,high,luxury,5,10227,19276,30723,26497,78051,15610
Chandigarh,Darjeeling,1484,train,monsoon,8,3-star,high,mixed,7,1378,19037,8919,15681,40513,5788
Chennai,Rishikesh,2595,flight,summer,12,hostel,low,budget,3,12265,10300,5625,3229,31419,10473
Chandigarh,Munnar,1474,car,winter,14,4-star,moderate,budget,2,12574,117028,7946,12382,149931,74965
Bangalore,Manali,2501,flight,autumn,7,budget,low,budget,3,9624,9379,3608,1789,24399,8133
Delhi,Shimla,287,car,summer,11,3-star,high,luxury,1,2681,40614,22221,21126,86641,86641
Chandigarh,Varanasi,1145,bus,monsoon,11,5-star,high,budget,6,1039,97035,5601,26213,116900,19483
Chennai,Jaisalmer,2062,bus,autumn,13,3-star,high,luxury,5,2396,35600,27818,29151,85468,17094
Ahmedabad,Darjeeling,1528,car,monsoon,3,3-star,high,luxury,7,8833,7588,5909,6590,26027,3718
Ahmedabad,Jaipur,1035,train,winter,8,budget,moderate,mixed,4,1719,13873,8089,6475,27140,6785
Bangalore,Jaipur,1992,bus,winter,8,4-star,low,luxury,3,3170,52533,15983,1945,73630,24543
Hyderabad,Shimla,1434,train,winter,10,5-star,low,budget,7,2604,175504,5070,2277,166910,23844
Hyderabad,Andaman,2225,flight,winter,11,hostel,moderate,budget,6,11744,10088,5252,10026,33400,5567
Kolkata,Agra,1271,train,monsoon,2,budget,high,mixed,1,1278,1969,2244,4719,10208,10208
Delhi,Goa,1981,car,winter,3,hostel,moderate,budget,5,19706,2610,1634,2859,24129,4826
Pune,Jaisalmer,1283,flight,winter,11,4-star,low,mixed,2,6992,90054,11087,2854,110987,55494
Lucknow,Jaisalmer,1351,car,summer,3,hostel,low,mixed,7,11382,2221,3422,619,15880,2269
Ahmedabad,Agra,1063,train,monsoon,6,5-star,high,budget,3,960,47403,2867,12354,63583,21194
Hyderabad,Andaman,2177,train,summer,13,3-star,low,mixed,2,4005,42214,14911,3044,64174,32087
Chennai,Shimla,2730,bus,autumn,7,hostel,moderate,luxury,1,2998,4789,17243,5859,30889,30889
Pune,Andaman,2103,flight,summer,9,4-star,moderate,mixed,2,9747,66987,8357,7976,93068,46534
Chandigarh,Rishikesh,1297,flight,monsoon,8,3-star,low,luxury,3,4380,19109,18990,2140,44619,14873
Kolkata,Udaipur,1711,train,monsoon,9,budget,moderate,budget,4,1600,7988,4643,7168,19259,4815
Lucknow,Kerala,1583,flight,summer,7,3-star,moderate,mixed,4,7184,21380,7255,5823,37478,9369
Lucknow,Agra,1051,car,winter,9,budget,moderate,luxury,1,10691,13450,19428,7381,50949,50949
Hyderabad,Andaman,2147,bus,summer,7,5-star,high,luxury,3,2372,90445,14363,15035,122215,40738
Kolkata,Ladakh,2538,bus,autumn,2,budget,high,mixed,4,2637,2691,2122,3948,10258,2565
Lucknow,Jaisalmer,1353,flight,monsoon,14,3-star,low,mixed,1,3670,30088,12967,3633,50359,50359
Bangalore,Varanasi,1874,car,winter,8,5-star,low,luxury,2,16468,141405,16556,2024,176453,88226
Hyderabad,Varanasi,1111,car,summer,13,5-star,high,luxury,4,10471,189484,26003,28520,229030,57258
Kolkata,Agra,1339,bus,summer,9,3-star,high,budget,7,1486,33591,4383,20597,54052,7722
Delhi,Munnar,2711,car,monsoon,11,budget,moderate,luxury,2,16400,12040,23190,9707,61336,30668
Delhi,Varanasi,754,bus,summer,8,3-star,high,budget,2,1038,25372,4575,16178,47163,23582
Lucknow,Rishikesh,1213,train,summer,12,budget,moderate,mixed,4,2016,20314,13737,10651,42046,10512
Mumbai,Goa,523,car,autumn,9,4-star,high,budget,5,3837,45655,4127,20097,66344,13269
Mumbai,Munnar,1410,train,summer,5,5-star,low,mixed,7,2076,75214,5236,1178,75333,10762
Bangalore,Kerala,543,bus,winter,7,budget,moderate,mixed,1,740,13046,6608,5875,26268,26268
Chandigarh,Varanasi,1000,train,autumn,13,3-star,low,mixed,5,1226,38791,11541,3465,49521,9904
Chennai,Goa,874,car,autumn,8,hostel,high,luxury,2,5588,5719,17337,18968,47612,23806
Pune,Jaipur,940,flight,winter,11,hostel,moderate,luxury,6,6099,7972,25490,11053,45552,7592
Chandigarh,Ooty,1362,flight,monsoon,3,5-star,low,budget,2,4222,28191,1366,741,34519,17259
Lucknow,Andaman,2163,bus,summer,7,budget,moderate,budget,6,2473,11909,3686,5768,21453,3575
Chennai,Manali,2897,car,winter,12,3-star,low,luxury,4,26403,52279,27620,2698,98101,24525
Chennai,Shimla,2721,flight,summer,12,budget,high,luxury,1,11385,15411,22669,26537,76002,76002
Delhi,Udaipur,650,bus,autumn,11,4-star,low,budget,6,651,68537,5557,2322,69360,11560
Lucknow,Shimla,1372,bus,autumn,4,budget,moderate,budget,4,1485,4497,2264,3434,10511,2628
Pune,Munnar,1441,flight,monsoon,13,budget,low,budget,5,6102,11472,5594,3517,24017,4803
Chennai,Jaipur,1790,bus,autumn,10,5-star,moderate,mixed,1,1901,99815,11084,8111,120910,120910
Mumbai,Goa,680,flight,monsoon,11,5-star,moderate,mixed,5,3945,100124,10049,9924,111638,22328
Delhi,Udaipur,668,car,autumn,8,hostel,high,luxury,4,5646,4771,19407,18680,43654,10914
Kolkata,Kerala,2428,flight,autumn,13,budget,high,budget,7,9393,14941,7180,26653,52351,7479
Delhi,Udaipur,757,train,monsoon,9,hostel,high,mixed,2,676,3886,9343,19136,33041,16520
Pune,Varanasi,1075,flight,summer,11,5-star,high,mixed,1,4556,163528,10591,22910,201586,201586
Hyderabad,Ooty,1206,flight,winter,10,hostel,high,mixed,2,6932,7651,8646,18476,41704,20852
Pune,Jaipur,977,car,winter,11,budget,high,mixed,7,10718,21022,10727,22495,58466,8352
Chennai,Jaisalmer,2096,train,monsoon,11,budget,low,budget,1,2018,9819,5715,2978,20530,20530
Delhi,Manali,563,train,winter,8,budget,high,mixed,4,957,14393,8485,19093,38635,9659
Pune,Rishikesh,1368,car,winter,11,hostel,moderate,luxury,7,14377,8488,27191,10003,54053,7722
Pune,Munnar,1469,flight,monsoon,8,4-star,moderate,luxury,2,5282,36692,16352,7324,65650,32825
Kolkata,Ladakh,2570,flight,winter,5,3-star,low,budget,1,14312,21408,2714,1067,39500,39500
Delhi,Ladakh,914,train,summer,3,budget,low,mixed,3,1561,5121,3177,786,10645,3548
Chandigarh,Varanasi,1015,flight,winter,9,hostel,moderate,mixed,7,6691,7670,7925,8381,27600,3943
Hyderabad,Darjeeling,1590,flight,summer,6,4-star,high,luxury,6,7190,40596,14459,10895,65827,10971
Mumbai,Varanasi,1360,train,summer,13,hostel,moderate,luxury,4,2257,8527,25367,9985,41523,10381
Hyderabad,Rishikesh,1258,car,summer,13,3-star,moderate,budget,3,10410,49833,7234,9984,77461,25820
Chandigarh,Varanasi,1000,bus,monsoon,12,4-star,high,budget,5,775,47060,5999,28152,73786,14757
Delhi,Darjeeling,1528,flight,winter,11,hostel,moderate,budget,4,7826,10336,4968,10004,29820,7455
Chennai,Darjeeling,2056,bus,winter,13,hostel,low,mixed,1,3151,11102,14730,3503,32486,32486
Bangalore,Andaman,2239,bus,autumn,9,5-star,moderate,luxury,4,2472,92183,18248,9185,109879,27470
Kolkata,Ladakh,2569,bus,winter,10,3-star,low,mixed,7,3222,39178,9496,2309,48785,6969
Lucknow,Agra,912,bus,winter,14,4-star,moderate,mixed,7,1463,122758,13041,12173,134491,19213
Lucknow,Goa,916,train,winter,8,budget,moderate,budget,6,1815,12450,3891,7983,23524,3921
Chandigarh,Ooty,1324,bus,monsoon,13,hostel,high,luxury,6,907,6829,25281,27006,54020,9003
Hyderabad,Kerala,1406,train,monsoon,5,hostel,high,luxury,2,1620,2341,10068,9907,23937,11968
Mumbai,Kerala,1424,bus,winter,14,hostel,moderate,mixed,2,2162,11821,13294,10784,38060,19030
Chandigarh,Agra,1085,flight,monsoon,14,3-star,high,luxury,5,3932,28081,27062,30749,80841,16168
Chandigarh,Jaisalmer,1362,bus,autumn,12,4-star,moderate,budget,7,1413,64447,5188,9461,72459,10351
Pune,Rishikesh,1365,train,monsoon,5,4-star,high,mixed,2,1576,19295,4604,9213,34689,17344
Delhi,Munnar,2706,car,autumn,13,5-star,low,budget,5,21217,155538,6338,3394,167838,33568
Chandigarh,Ladakh,2217,train,autumn,2,3-star,moderate,luxury,7,3385,6323,4686,2051,14800,2114
Bangalore,Udaipur,1554,train,winter,6,4-star,low,budget,4,2548,40303,2821,1240,42221,10555
Pune,Shimla,1454,train,summer,4,3-star,high,luxury,7,2275,14698,8426,7191,29331,4190
Delhi,Shimla,254,flight,summer,10,5-star,high,luxury,5,3378,139448,22970,23641,170494,34099
Chennai,Kerala,758,car,summer,11,budget,moderate,luxury,2,6034,14902,26373,9368,56678,28339
Hyderabad,Andaman,2117,train,autumn,7,hostel,high,mixed,4,2467,4493,6936,13640,24782,6196
Ahmedabad,Kerala,1479,car,winter,11,5-star,moderate,luxury,6,16481,170168,21630,8855,195421,32570
Kolkata,Udaipur,1779,train,autumn,7,4-star,moderate,mixed,5,2374,36528,7586,7002,48142,9628
Hyderabad,Ladakh,2160,bus,autumn,14,4-star,high,luxury,3,2182,78557,29039,29530,139308,46436
Mumbai,Jaisalmer,905,car,winter,13,hostel,high,mixed,4,9612,10518,11078,26598,52025,13006
Lucknow,Darjeeling,1407,bus,monsoon,13,budget,low,luxury,1,1089,11724,29835,2747,45395,45395
Kolkata,Andaman,1537,car,winter,8,5-star,low,mixed,2,14011,117277,6843,2123,140254,70127
Hyderabad,Kerala,1489,car,autumn,7,budget,low,mixed,4,11684,9527,7849,1728,27709,6927
Pune,Ladakh,2158,car,autumn,2,3-star,low,luxury,4,17393,5235,4720,450,25018,6255
Kolkata,Darjeeling,544,bus,monsoon,14,5-star,low,budget,5,444,118499,7948,3707,117538,23508
Hyderabad,Jaipur,981,flight,autumn,13,5-star,high,mixed,2,3534,148756,14622,29503,196415,98208
Pune,Manali,1561,flight,autumn,4,3-star,moderate,budget,6,5537,12486,1943,3417,21045,3508
Bangalore,Udaipur,1568,car,monsoon,9,3-star,low,budget,1,8438,18141,4724,2234,33537,33537
Lucknow,Kerala,1534,car,autumn,8,5-star,high,luxury,2,11867,81182,15948,17624,126621,63310
Delhi,Ooty,2557,bus,summer,2,hostel,moderate,budget,7,2946,1301,1059,1938,6519,931
Chennai,Agra,1812,train,winter,14,hostel,high,budget,7,2979,13024,7783,29093,47591,6799
Mumbai,Rishikesh,1626,train,autumn,5,budget,moderate,mixed,5,2289,6237,5595,4254,16537,3307
Lucknow,Goa,937,bus,autumn,5,5-star,moderate,luxury,2,1073,52261,11415,5135,69884,34942
Bangalore,Agra,1833,car,winter,9,budget,high,budget,5,17970,16405,4253,18992,51857,10371
Lucknow,Udaipur,1012,flight,summer,10,5-star,moderate,budget,3,5312,129856,4843,9453,149464,49821
Delhi,Goa,1905,car,autumn,10,hostel,low,budget,1,12228,6607,5601,2738,27174,27174
Ahmedabad,Rishikesh,1375,flight,autumn,6,budget,low,mixed,2,4759,7622,5280,1418,19078,9539
Lucknow,Ooty,1201,bus,summer,11,hostel,low,budget,1,1646,9053,5198,2247,18145,18145
Mumbai,Rishikesh,1626,bus,monsoon,9,hostel,high,mixed,5,1320,4391,7853,18653,28996,5799
Chennai,Udaipur,1605,car,summer,10,4-star,moderate,mixed,3,11945,70602,9374,8103,100024,33341
Pune,Andaman,2280,car,autumn,10,4-star,moderate,luxury,6,17593,61110,23738,8360,99721,16620
Chennai,Munnar,524,flight,summer,9,budget,high,luxury,4,3927,15016,18080,16496,48167,12042
Chandigarh,Goa,913,flight,autumn,2,3-star,low,budget,7,4756,6152,1098,437,11199,1600
Ahmedabad,Munnar,1463,train,autumn,2,budget,low,budget,4,1965,2880,1096,530,5824,1456
Ahmedabad,Goa,991,car,winter,8,hostel,low,luxury,3,9070,6901,16449,1697,34117,11372
Lucknow,Udaipur,1051,flight,winter,12,5-star,low,mixed,6,6452,205488,13678,2668,205458,34243
Chandigarh,Agra,903,flight,winter,2,5-star,low,budget,6,5119,30604,1071,535,33595,5599
Ahmedabad,Shimla,1335,flight,summer,5,3-star,high,mixed,6,5876,19184,5573,12015,38383,6397
Chandigarh,Manali,1412,bus,autumn,5,3-star,high,mixed,7,1539,15890,5204,11529,30745,4392
Lucknow,Andaman,2171,flight,monsoon,4,4-star,moderate,budget,6,6985,16823,2023,3356,26268,4378
Chennai,Darjeeling,2002,bus,winter,5,budget,high,luxury,3,3184,9441,9539,9707,31870,10623
Mumbai,Agra,1186,car,autumn,7,4-star,high,luxury,3,9066,44442,17263,14226,84998,28333
Bangalore,Andaman,2374,car,winter,13,budget,moderate,mixed,7,25647,24796,12667,13349,68813,9830
Delhi,Munnar,2709,flight,monsoon,6,5-star,high,mixed,3,9493,54475,6456,11092,81517,27172
Chennai,Ladakh,3302,train,autumn,2,hostel,moderate,mixed,4,4783,1084,1769,1949,8626,2157
Pune,Jaipur,1067,bus,monsoon,12,4-star,high,mixed,3,896,47592,10404,25344,84236,28079
Lucknow,Ooty,1343,flight,winter,12,4-star,moderate,luxury,3,7459,86505,26301,10476,130741,43580
Chennai,Shimla,2757,car,autumn,9,5-star,high,budget,4,21924,98666,5083,18967,130177,32544
Chandigarh,Manali,1461,bus,autumn,10,5-star,moderate,budget,6,1628,120244,5047,8145,121557,20260
Lucknow,Goa,909,train,winter,4,4-star,low,mixed,4,1667,26517,3469,849,29251,7313
Ahmedabad,Darjeeling,1566,bus,autumn,5,4-star,low,luxury,2,1484,32507,11992,1103,47085,23543
Mumbai,Rishikesh,1614,car,autumn,12,4-star,high,budget,4,11752,76812,5493,22198,104629,26157
Mumbai,Goa,582,train,winter,14,5-star,moderate,mixed,7,930,219503,12013,14363,222128,31733
Bangalore,Jaisalmer,2046,bus,winter,3,3-star,low,luxury,6,2938,10019,6466,763,18166,3028
Chennai,Agra,1858,flight,winter,10,5-star,high,budget,7,10203,172396,4986,20704,187461,26780
Mumbai,Ladakh,2491,flight,summer,4,hostel,moderate,mixed,2,10188,3285,3468,3419,20360,10180
Pune,Jaipur,999,car,summer,4,3-star,high,budget,2,9321,14521,2180,8762,34783,17391
Chennai,Munnar,679,bus,winter,5,4-star,moderate,budget,5,1036,37669,2773,3825,40774,8155
Hyderabad,Udaipur,1016,flight,monsoon,11,3-star,high,budget,1,3682,27749,5355,25794,62580,62580
Chandigarh,Manali,1532,train,monsoon,6,5-star,high,budget,5,1574,58613,2660,12318,67648,13530
Mumbai,Agra,1282,bus,winter,9,3-star,moderate,luxury,4,1996,38769,21380,6980,62213,15553
Chandigarh,Andaman,2253,bus,summer,12,hostel,low,budget,2,2723,8646,6310,2526,20205,10102
Chennai,Darjeeling,2030,car,summer,9,hostel,high,luxury,1,19000,7075,19653,16362,62089,62089
Chennai,Munnar,678,train,summer,13,4-star,low,luxury,4,1178,98558,32024,2815,121118,30279
Lucknow,Ladakh,2166,flight,monsoon,3,3-star,low,mixed,7,6404,6935,3272,827,15695,2242
Pune,Shimla,1300,bus,summer,14,hostel,high,luxury,3,1684,9994,32952,29280,73911,24637
Pune,Jaisalmer,1237,flight,monsoon,11,3-star,low,luxury,3,3931,27976,25531,2250,59688,19896
Pune,Jaipur,1048,train,summer,12,hostel,low,luxury,2,1712,9823,28022,2659,42216,21108
Ahmedabad,Rishikesh,1339,train,summer,2,budget,low,budget,7,2448,3167,1057,490,6447,921
Lucknow,Varanasi,1059,flight,autumn,11,4-star,high,mixed,2,4901,54100,10334,20563,89898,44949
Hyderabad,Andaman,2291,flight,summer,7,4-star,high,luxury,1,9959,43960,16954,13074,83946,83946
Mumbai,Kerala,1429,car,autumn,2,5-star,moderate,luxury,4,11601,26275,4863,1973,40241,10060
Chandigarh,Udaipur,1103,train,monsoon,14,budget,low,luxury,3,1211,13351,26933,2999,44493,14831
Chennai,Jaisalmer,2019,flight,monsoon,7,3-star,high,budget,4,7629,16817,3131,14135,37542,9385
Bangalore,Ooty,229,bus,winter,12,5-star,high,luxury,4,295,170328,26352,25829,200523,50131
Pune,Andaman,2179,bus,autumn,2,budget,moderate,luxury,6,2236,2485,4559,1862,10028,1671
Chennai,Munnar,618,flight,winter,14,5-star,high,luxury,1,4010,237360,32952,26743,301065,301065
Kolkata,Ladakh,2513,bus,winter,8,budget,high,mixed,5,3858,12287,6862,15377,34546,6909
Delhi,Kerala,2740,bus,monsoon,6,hostel,moderate,luxury,1,2318,2933,14318,6171,25739,25739
Kolkata,Goa,1859,flight,monsoon,14,hostel,low,budget,5,5587,6787,6809,3516,20430,4086
